 X,Y,Z,U,V,W,R
   666.59856 ,   659.31128 ,   150.65247 ,     0.00042 ,    -0.00069 ,    -0.00042 ,     4.78735
   715.16520 ,   555.12204 ,   -62.19882 ,    -0.00010 ,     0.00031 ,    -0.00035 ,     5.26919
   629.06543 ,   731.52809 ,   166.18324 ,    -0.00024 ,    -0.00065 ,     0.00030 ,     5.43468
   572.78745 ,   560.40042 ,     1.35321 ,     0.00009 ,    -0.00024 ,     0.00073 ,     4.78772
   665.73485 ,   790.64662 ,   -13.87929 ,    -0.00010 ,    -0.00018 ,    -0.00059 ,     4.29672
   725.93787 ,   660.75962 ,    51.88005 ,    -0.00087 ,     0.00054 ,    -0.00096 ,     5.43043
   635.79558 ,   766.96808 ,    11.18532 ,    -0.00017 ,     0.00023 ,    -0.00066 ,     5.18538
   675.44850 ,   773.28240 ,     8.74072 ,     0.00002 ,    -0.00034 ,     0.00055 ,     5.00150
   751.44867 ,   694.45728 ,    33.38291 ,     0.00011 ,     0.00052 ,     0.00024 ,     5.54158
   636.28238 ,   637.96867 ,    48.60376 ,     0.00022 ,    -0.00002 ,    -0.00077 ,     5.05645
   699.52977 ,   673.61843 ,  -117.23613 ,     0.00038 ,    -0.00051 ,     0.00025 ,     5.50857
   831.09061 ,   674.92109 ,   -65.15670 ,    -0.00098 ,     0.00026 ,    -0.00062 ,     4.31948
   703.51958 ,   778.34618 ,   -43.55962 ,    -0.00100 ,     0.00018 ,    -0.00037 ,     4.65427
   641.02031 ,   793.49170 ,    15.40119 ,     0.00018 ,     0.00079 ,     0.00078 ,     5.11526
   744.47364 ,   731.33212 ,   -92.17453 ,    -0.00012 ,     0.00065 ,    -0.00031 ,     4.41865
   562.46581 ,   725.00845 ,    -9.37401 ,     0.00085 ,     0.00047 ,    -0.00021 ,     5.05689
   695.25422 ,   745.16280 ,  -142.80320 ,    -0.00014 ,    -0.00046 ,     0.00062 ,     5.93969
   742.34758 ,   850.88240 ,    -5.45188 ,    -0.00097 ,    -0.00019 ,     0.00077 ,     5.18623
   731.65222 ,   771.63014 ,   151.37525 ,    -0.00034 ,    -0.00058 ,     0.00065 ,     4.97328
   544.98362 ,   658.69574 ,    57.12644 ,    -0.00022 ,     0.00079 ,     0.00008 ,     5.80896
   668.99267 ,   686.75454 ,    -9.55009 ,     0.00033 ,     0.00025 ,     0.00090 ,     4.00163
   740.70084 ,   639.02764 ,    70.28846 ,     0.00081 ,    -0.00007 ,     0.00085 ,     5.09169
   593.57210 ,   742.86984 ,    99.13054 ,    -0.00011 ,    -0.00083 ,    -0.00080 ,     4.98068
   572.20918 ,   797.23481 ,    56.70812 ,    -0.00044 ,    -0.00045 ,     0.00013 ,     5.33644
   677.58604 ,   717.34942 ,   -18.24269 ,     0.00031 ,    -0.00052 ,    -0.00089 ,     4.46207
   612.72353 ,   720.21051 ,   -56.11951 ,     0.00033 ,     0.00067 ,     0.00072 ,     5.67981
   645.38167 ,   628.40243 ,   127.88286 ,     0.00081 ,    -0.00073 ,    -0.00019 ,     5.74460
   771.71708 ,   646.74067 ,   -29.56030 ,    -0.00055 ,     0.00031 ,     0.00072 ,     5.07855
   791.92421 ,   708.44709 ,   -21.82873 ,     0.00095 ,     0.00052 ,     0.00041 ,     4.76277
   846.93393 ,   779.71350 ,    -0.13266 ,     0.00012 ,     0.00080 ,    -0.00065 ,     5.36704
   542.55371 ,   705.84353 ,     7.51441 ,     0.00004 ,    -0.00042 ,    -0.00054 ,     4.78569
   620.01173 ,   656.58616 ,    25.19452 ,     0.00090 ,    -0.00040 ,     0.00081 ,     5.65660
   686.67830 ,   681.79725 ,   -33.63377 ,     0.00038 ,    -0.00083 ,    -0.00036 ,     4.31362
   751.93710 ,   670.71484 ,    -7.07525 ,    -0.00044 ,     0.00071 ,    -0.00037 ,     4.30789
   675.04438 ,   750.06548 ,  -176.18541 ,    -0.00007 ,     0.00081 ,     0.00091 ,     4.27324
   587.31261 ,   609.09907 ,   -15.99157 ,     0.00045 ,     0.00043 ,    -0.00078 ,     5.82722
   582.22252 ,   653.01759 ,   129.92079 ,     0.00040 ,     0.00087 ,    -0.00016 ,     4.74231
   713.13985 ,   760.21065 ,    37.86553 ,     0.00019 ,     0.00002 ,     0.00030 ,     4.41353
   680.24351 ,   787.00326 ,   -64.76342 ,     0.00092 ,    -0.00068 ,    -0.00093 ,     5.91877
   636.39239 ,   684.36408 ,   102.02722 ,     0.00008 ,    -0.00058 ,     0.00042 ,     4.77094
   686.50000 ,   652.76011 ,   -81.94831 ,    -0.00001 ,    -0.00073 ,    -0.00057 ,     5.99382
   707.39273 ,   701.28396 ,   166.53084 ,     0.00083 ,    -0.00074 ,     0.00081 ,     4.71356
   685.64472 ,   635.70866 ,    95.40387 ,     0.00031 ,     0.00056 ,    -0.00072 ,     4.21976
   662.06080 ,   674.44206 ,  -188.11678 ,     0.00071 ,    -0.00068 ,     0.00052 ,     5.73498
   600.73376 ,   695.45806 ,   136.54618 ,    -0.00028 ,     0.00028 ,     0.00047 ,     5.75294
   780.94950 ,   734.96341 ,  -139.69912 ,    -0.00033 ,    -0.00037 ,    -0.00047 ,     4.31871
   657.32071 ,   642.59371 ,    33.53515 ,     0.00048 ,     0.00073 ,    -0.00035 ,     5.12367
   601.43865 ,   724.89670 ,    14.04209 ,     0.00085 ,     0.00088 ,     0.00074 ,     5.33409
   667.19479 ,   828.54910 ,     6.53392 ,     0.00006 ,    -0.00055 ,    -0.00032 ,     5.80698
   635.52929 ,   746.29960 ,   128.03838 ,    -0.00077 ,    -0.00016 ,    -0.00095 ,     5.88750
   707.06562 ,   614.94841 ,   -13.32375 ,    -0.00021 ,     0.00069 ,    -0.00042 ,     5.29042
   669.27702 ,   742.33240 ,   -99.61909 ,    -0.00051 ,     0.00055 ,     0.00090 ,     4.57129
   623.25902 ,   636.15585 ,    70.28666 ,     0.00059 ,     0.00088 ,     0.00096 ,     5.87503
   681.71602 ,   600.61465 ,   -44.99709 ,     0.00091 ,     0.00087 ,     0.00036 ,     5.38700
   668.34148 ,   641.54876 ,   -95.63252 ,    -0.00009 ,     0.00020 ,    -0.00023 ,     4.15050
   662.84964 ,   768.54885 ,   145.56555 ,    -0.00044 ,    -0.00032 ,    -0.00079 ,     5.11823
   749.91580 ,   755.70307 ,    36.81528 ,    -0.00024 ,     0.00014 ,    -0.00017 ,     5.00223
   676.26859 ,   696.47200 ,  -176.47145 ,     0.00062 ,    -0.00020 ,    -0.00010 ,     4.88056
   666.23665 ,   644.69705 ,    77.49473 ,    -0.00090 ,     0.00037 ,     0.00065 ,     5.34262
   763.88417 ,   733.68614 ,   -13.70583 ,     0.00061 ,     0.00095 ,     0.00081 ,     4.55184
   564.39750 ,   666.37041 ,   -46.11447 ,    -0.00095 ,    -0.00033 ,     0.00091 ,     5.15052
   702.01865 ,   686.60478 ,   -76.02226 ,    -0.00070 ,    -0.00011 ,    -0.00069 ,     4.15728
   612.15163 ,   597.75084 ,   -80.65587 ,    -0.00022 ,     0.00007 ,    -0.00016 ,     5.32953
   814.49968 ,   715.89537 ,    66.38041 ,    -0.00083 ,     0.00076 ,    -0.00026 ,     4.61006
   762.94276 ,   738.24350 ,   -37.79974 ,    -0.00064 ,    -0.00092 ,     0.00014 ,     5.83637
   644.61675 ,   750.61452 ,    48.86043 ,     0.00085 ,    -0.00069 ,    -0.00014 ,     5.39034
   611.10086 ,   824.89153 ,    94.13452 ,    -0.00083 ,     0.00077 ,     0.00048 ,     5.77351
   698.08668 ,   754.86603 ,    81.75580 ,     0.00067 ,    -0.00052 ,     0.00088 ,     5.41754
   685.69971 ,   745.68649 ,  -161.67256 ,    -0.00011 ,    -0.00075 ,    -0.00031 ,     4.53436
   753.82300 ,   751.33941 ,    64.77876 ,    -0.00008 ,     0.00020 ,    -0.00070 ,     4.31493
   707.72970 ,   756.59724 ,    31.44564 ,    -0.00020 ,    -0.00041 ,     0.00069 ,     4.21810
   818.07980 ,   675.24648 ,  -127.71921 ,     0.00056 ,     0.00054 ,    -0.00075 ,     4.02775
   541.04480 ,   753.42073 ,    41.27966 ,    -0.00044 ,    -0.00061 ,    -0.00034 ,     4.28325
   556.43769 ,   696.86336 ,    25.47259 ,     0.00055 ,     0.00000 ,     0.00003 ,     4.34173
   741.30898 ,   658.29307 ,    77.32741 ,    -0.00086 ,    -0.00086 ,    -0.00036 ,     4.24337
   627.75561 ,   712.52376 ,   -97.48906 ,    -0.00079 ,     0.00042 ,    -0.00033 ,     5.73984
   732.63114 ,   816.39285 ,    31.74185 ,     0.00007 ,    -0.00058 ,    -0.00040 ,     4.09378
   747.13320 ,   635.01806 ,   -88.10379 ,    -0.00092 ,     0.00009 ,    -0.00003 ,     5.17416
   650.15680 ,   676.26637 ,   159.51466 ,    -0.00015 ,     0.00017 ,     0.00083 ,     5.76720
   723.81931 ,   713.99892 ,   -52.47138 ,     0.00082 ,     0.00054 ,    -0.00018 ,     4.18382
   711.68773 ,   649.02836 ,    28.43240 ,    -0.00040 ,     0.00099 ,    -0.00015 ,     4.67488
   603.84532 ,   786.47424 ,    -0.10460 ,    -0.00050 ,    -0.00009 ,    -0.00004 ,     4.83431
   732.93056 ,   720.00920 ,   181.15003 ,     0.00001 ,    -0.00064 ,    -0.00059 ,     5.10716
   591.10257 ,   635.53809 ,    -3.04508 ,    -0.00052 ,     0.00043 ,    -0.00069 ,     4.60508
   541.75866 ,   714.67015 ,    48.15008 ,     0.00031 ,     0.00025 ,    -0.00093 ,     5.75850
   655.81901 ,   688.70220 ,  -167.29135 ,     0.00046 ,     0.00090 ,     0.00077 ,     5.41675
   616.70996 ,   631.81079 ,   -92.13000 ,     0.00089 ,     0.00010 ,     0.00015 ,     5.59921
   665.13096 ,   664.03347 ,   -92.65313 ,    -0.00100 ,     0.00081 ,    -0.00008 ,     4.87084
   667.91615 ,   675.89943 ,   -71.92535 ,    -0.00087 ,    -0.00048 ,    -0.00097 ,     4.63712
   623.51487 ,   617.63081 ,    -5.22681 ,     0.00077 ,    -0.00008 ,     0.00074 ,     5.50108
   800.97877 ,   724.97514 ,   -89.39028 ,     0.00002 ,    -0.00031 ,     0.00002 ,     5.35616
   689.16260 ,   671.73407 ,   -26.15167 ,     0.00099 ,     0.00065 ,     0.00018 ,     4.22440
   660.05024 ,   654.72573 ,  -140.95937 ,    -0.00001 ,    -0.00018 ,    -0.00006 ,     4.98503
   744.85837 ,   624.93563 ,   -65.56509 ,    -0.00089 ,     0.00037 ,     0.00060 ,     5.98753
   837.91850 ,   723.11786 ,   -88.85753 ,    -0.00003 ,     0.00080 ,    -0.00049 ,     5.42249
   765.48448 ,   723.41093 ,    13.47348 ,     0.00067 ,    -0.00071 ,     0.00096 ,     5.57682
   629.56585 ,   622.50194 ,    32.63501 ,     0.00035 ,    -0.00072 ,    -0.00030 ,     5.70843
   625.67877 ,   748.34616 ,   -63.65121 ,     0.00019 ,     0.00006 ,    -0.00079 ,     4.33515
   694.26182 ,   625.43172 ,  -105.98073 ,    -0.00077 ,     0.00064 ,    -0.00094 ,     5.43412
   565.95204 ,   770.31607 ,    71.73454 ,    -0.00043 ,    -0.00049 ,     0.00018 ,     5.25935
   560.15509 ,   801.16522 ,    53.33912 ,     0.00028 ,     0.00030 ,    -0.00053 ,     5.41332
   666.46163 ,   667.01791 ,    43.76635 ,    -0.00004 ,     0.00073 ,    -0.00006 ,     4.77361
   711.36902 ,   727.14598 ,   154.62746 ,     0.00072 ,     0.00006 ,    -0.00083 ,     4.26398
   652.96231 ,   771.08307 ,    10.95196 ,    -0.00021 ,    -0.00069 ,    -0.00029 ,     4.63429
   668.66537 ,   727.62995 ,   -30.19612 ,     0.00090 ,     0.00024 ,    -0.00084 ,     4.20416
   703.57220 ,   543.33786 ,   -52.58522 ,    -0.00027 ,     0.00046 ,     0.00001 ,     4.32245
   752.66658 ,   727.46064 ,  -134.68907 ,     0.00055 ,    -0.00084 ,     0.00068 ,     4.35059
   643.11636 ,   638.57816 ,    -5.13673 ,     0.00056 ,     0.00069 ,     0.00081 ,     5.08558
   639.07514 ,   607.94907 ,   -80.57428 ,     0.00086 ,     0.00041 ,    -0.00041 ,     5.70121
   650.31209 ,   707.43218 ,    93.47495 ,     0.00047 ,     0.00031 ,     0.00085 ,     4.14212
   740.73311 ,   833.66388 ,   -21.20787 ,    -0.00072 ,    -0.00081 ,    -0.00017 ,     4.88454
   728.04612 ,   627.26414 ,   -65.45827 ,    -0.00038 ,    -0.00029 ,     0.00033 ,     5.76587
   601.54440 ,   604.66845 ,   130.92642 ,     0.00083 ,     0.00088 ,     0.00003 ,     5.15676
   727.54264 ,   806.92306 ,    52.33597 ,    -0.00090 ,     0.00067 ,     0.00038 ,     4.80613
   692.82684 ,   680.00177 ,   107.19367 ,    -0.00025 ,     0.00100 ,     0.00013 ,     4.27367
   701.99928 ,   763.57133 ,   -35.27438 ,    -0.00010 ,    -0.00039 ,    -0.00013 ,     4.47497
   776.32227 ,   730.20624 ,    42.63502 ,    -0.00067 ,     0.00085 ,    -0.00070 ,     5.74256
   634.61631 ,   666.34282 ,   -15.25344 ,    -0.00084 ,    -0.00030 ,     0.00092 ,     5.05772
   678.79325 ,   653.32474 ,    29.29751 ,     0.00093 ,    -0.00061 ,    -0.00069 ,     5.26239
   686.47008 ,   672.25580 ,   -47.32053 ,    -0.00039 ,    -0.00095 ,     0.00028 ,     4.26193
   578.75289 ,   659.93915 ,    67.16440 ,     0.00051 ,    -0.00049 ,    -0.00071 ,     5.27796
   684.63945 ,   777.11870 ,    92.59719 ,     0.00034 ,     0.00033 ,     0.00029 ,     5.47905
   601.54453 ,   712.07301 ,    -2.77808 ,    -0.00093 ,     0.00026 ,    -0.00089 ,     4.41535
   699.77559 ,   823.82397 ,   -23.43275 ,    -0.00019 ,     0.00020 ,    -0.00025 ,     5.51843
   722.24800 ,   766.45243 ,   187.49829 ,     0.00016 ,    -0.00063 ,    -0.00095 ,     5.54635
   671.32496 ,   807.24365 ,    27.65858 ,     0.00072 ,     0.00086 ,     0.00066 ,     5.38556
   839.07675 ,   701.24485 ,   -85.45297 ,    -0.00048 ,    -0.00004 ,    -0.00066 ,     5.62013
   707.10242 ,   854.66589 ,   -98.27052 ,     0.00052 ,    -0.00028 ,     0.00055 ,     5.34797
   812.82022 ,   781.88455 ,    39.13999 ,    -0.00017 ,     0.00040 ,     0.00039 ,     4.01670
   644.32841 ,   708.12164 ,  -102.35074 ,    -0.00063 ,     0.00027 ,    -0.00075 ,     5.40430
   779.35942 ,   738.35780 ,   -16.87085 ,     0.00037 ,    -0.00005 ,     0.00057 ,     5.83705
   627.87387 ,   728.71024 ,    97.65498 ,     0.00036 ,     0.00027 ,     0.00000 ,     4.29015
   617.04383 ,   687.50148 ,   -60.71522 ,     0.00000 ,     0.00072 ,     0.00001 ,     4.81944
   670.41193 ,   681.45792 ,     3.83572 ,     0.00012 ,     0.00040 ,     0.00024 ,     4.71102
   692.85041 ,   647.99485 ,    85.92314 ,     0.00093 ,     0.00035 ,    -0.00078 ,     5.27345
   579.84223 ,   679.31985 ,   111.63599 ,     0.00004 ,    -0.00019 ,     0.00012 ,     5.29753
   779.48589 ,   630.18372 ,    32.26577 ,     0.00020 ,     0.00015 ,     0.00093 ,     5.77666
   702.02351 ,   573.34600 ,   110.81177 ,    -0.00031 ,    -0.00001 ,     0.00066 ,     5.49251
   664.24155 ,   778.07398 ,   -19.48995 ,    -0.00066 ,     0.00092 ,     0.00066 ,     4.32500
   710.29958 ,   666.99591 ,  -129.04336 ,    -0.00067 ,    -0.00092 ,     0.00100 ,     5.27006
   751.59624 ,   667.87852 ,     7.25847 ,     0.00070 ,    -0.00057 ,    -0.00064 ,     4.68071
   806.71915 ,   596.67087 ,   -57.87595 ,     0.00006 ,     0.00094 ,    -0.00003 ,     4.74389
   772.62126 ,   617.03778 ,    -6.15675 ,     0.00100 ,     0.00074 ,     0.00017 ,     4.88295
   657.71339 ,   764.25975 ,  -151.44427 ,    -0.00091 ,     0.00022 ,     0.00034 ,     5.28697
   600.54053 ,   730.45776 ,   139.80057 ,     0.00097 ,    -0.00020 ,    -0.00081 ,     4.03609
   635.15807 ,   703.48839 ,   -78.77861 ,    -0.00088 ,    -0.00020 ,     0.00047 ,     5.68255
   775.31533 ,   756.22388 ,  -179.61252 ,     0.00095 ,    -0.00003 ,     0.00021 ,     4.62324
   651.22526 ,   732.64571 ,  -136.94456 ,    -0.00072 ,     0.00031 ,    -0.00007 ,     5.68110
   747.51760 ,   678.14537 ,   132.10000 ,     0.00051 ,     0.00035 ,     0.00068 ,     5.53850
   564.92279 ,   729.42829 ,    98.58902 ,    -0.00083 ,     0.00012 ,     0.00076 ,     4.26758
   692.63932 ,   814.73201 ,    51.75312 ,     0.00029 ,    -0.00076 ,     0.00008 ,     4.74499
   704.72698 ,   632.35047 ,    15.55887 ,     0.00019 ,    -0.00060 ,     0.00018 ,     4.87368
   753.12856 ,   805.41442 ,    40.22642 ,    -0.00035 ,     0.00076 ,     0.00033 ,     5.89764
   700.92597 ,   818.45650 ,    23.07054 ,    -0.00041 ,     0.00099 ,    -0.00015 ,     4.38073
   670.55219 ,   819.11197 ,    84.10066 ,     0.00070 ,     0.00051 ,     0.00086 ,     4.58584
   738.55558 ,   806.91795 ,    75.49082 ,     0.00011 ,    -0.00017 ,    -0.00044 ,     4.63081
   681.44221 ,   876.03008 ,    33.74636 ,     0.00081 ,     0.00015 ,     0.00085 ,     4.02900
   666.62492 ,   630.53540 ,    66.90882 ,    -0.00082 ,    -0.00022 ,    -0.00076 ,     4.72898
   690.44195 ,   635.74237 ,   -60.03964 ,    -0.00074 ,     0.00064 ,    -0.00051 ,     5.18458
   706.53856 ,   759.68307 ,   103.19135 ,    -0.00097 ,     0.00015 ,    -0.00013 ,     5.40775
   622.74327 ,   667.20395 ,    23.36686 ,    -0.00080 ,     0.00031 ,     0.00055 ,     5.30969
   720.91934 ,   664.84783 ,    77.85402 ,     0.00057 ,     0.00068 ,    -0.00057 ,     5.97504
   741.77758 ,   670.01704 ,  -142.08698 ,    -0.00068 ,     0.00018 ,    -0.00040 ,     5.81022
   557.42000 ,   778.98234 ,    49.02970 ,    -0.00058 ,    -0.00059 ,    -0.00059 ,     4.30512
   728.29924 ,   559.98346 ,    21.70957 ,    -0.00069 ,    -0.00045 ,    -0.00052 ,     4.84819
   755.51467 ,   747.91276 ,   -33.11099 ,    -0.00028 ,    -0.00022 ,     0.00021 ,     4.42567
   796.75046 ,   667.40392 ,   -27.68487 ,     0.00060 ,     0.00046 ,     0.00041 ,     4.09149
   648.04154 ,   635.30660 ,    32.37803 ,     0.00088 ,    -0.00089 ,     0.00073 ,     4.79653
   616.57273 ,   761.27623 ,    34.57597 ,     0.00009 ,    -0.00065 ,    -0.00056 ,     5.83137
   863.83081 ,   742.04072 ,    92.24082 ,    -0.00084 ,    -0.00075 ,     0.00021 ,     4.06501
   671.04874 ,   670.28890 ,    16.80459 ,     0.00048 ,    -0.00099 ,    -0.00021 ,     4.23353
   630.82732 ,   650.23426 ,   152.87809 ,     0.00055 ,     0.00043 ,    -0.00042 ,     4.78280
   620.64740 ,   622.34126 ,   189.08592 ,     0.00078 ,     0.00029 ,     0.00069 ,     5.56183
   635.18971 ,   631.09013 ,  -152.88298 ,    -0.00084 ,    -0.00038 ,    -0.00018 ,     5.50652
   768.65745 ,   816.35040 ,  -103.28836 ,    -0.00052 ,     0.00087 ,     0.00087 ,     4.24522
   728.88326 ,   565.47834 ,   140.07018 ,     0.00068 ,     0.00017 ,    -0.00003 ,     5.94631
   642.45608 ,   788.93014 ,    49.90289 ,     0.00045 ,     0.00062 ,    -0.00044 ,     4.35934
   770.50267 ,   756.59508 ,   -51.92466 ,     0.00078 ,    -0.00068 ,     0.00067 ,     4.71938
   692.77997 ,   809.85861 ,    -0.85355 ,    -0.00091 ,     0.00083 ,     0.00006 ,     5.60813
   737.49861 ,   633.82169 ,  -157.17431 ,    -0.00033 ,     0.00042 ,    -0.00074 ,     5.58285
   764.53920 ,   732.40051 ,    88.90792 ,    -0.00059 ,     0.00047 ,     0.00093 ,     5.85404
   790.71714 ,   622.49166 ,     1.71037 ,    -0.00039 ,    -0.00029 ,    -0.00002 ,     5.17817
   743.36855 ,   746.89929 ,    13.79466 ,     0.00036 ,    -0.00085 ,     0.00047 ,     4.25514
   723.31061 ,   641.60089 ,  -178.15861 ,    -0.00045 ,     0.00090 ,    -0.00003 ,     4.88408
   631.86066 ,   782.57868 ,    38.69138 ,    -0.00057 ,    -0.00071 ,     0.00052 ,     5.62802
   640.73729 ,   809.56346 ,     5.72253 ,     0.00080 ,    -0.00070 ,     0.00098 ,     5.98007
   541.91700 ,   739.04186 ,   -27.07159 ,    -0.00081 ,     0.00018 ,    -0.00045 ,     5.90444
   872.94859 ,   698.52918 ,   100.67542 ,    -0.00022 ,    -0.00005 ,     0.00043 ,     5.35044
   780.52125 ,   634.71922 ,   -12.21286 ,    -0.00048 ,     0.00012 ,     0.00087 ,     4.84955
   616.66331 ,   632.31198 ,   -71.06843 ,    -0.00047 ,     0.00015 ,    -0.00091 ,     5.18958
   718.65743 ,   756.91293 ,   -53.39755 ,    -0.00061 ,     0.00025 ,    -0.00096 ,     4.28243
   705.80159 ,   766.41617 ,   -66.14352 ,     0.00072 ,     0.00026 ,    -0.00032 ,     5.61018
   761.06888 ,   731.80761 ,    53.91483 ,     0.00011 ,    -0.00032 ,    -0.00041 ,     4.98870
   795.38494 ,   734.27833 ,    78.55005 ,     0.00021 ,     0.00097 ,    -0.00005 ,     4.04628
   785.00675 ,   758.10705 ,   -39.35420 ,     0.00037 ,     0.00006 ,    -0.00064 ,     5.97782
   782.00518 ,   713.03311 ,   152.02951 ,     0.00011 ,     0.00095 ,    -0.00028 ,     5.23463
   671.67666 ,   665.60209 ,    72.04372 ,     0.00036 ,     0.00023 ,    -0.00040 ,     4.15453
   727.45145 ,   609.26599 ,   -11.91321 ,     0.00095 ,     0.00037 ,     0.00045 ,     4.64697
   638.70928 ,   692.10123 ,   -62.21186 ,    -0.00037 ,     0.00006 ,     0.00061 ,     4.22877
   603.44147 ,   748.62283 ,    87.31490 ,    -0.00083 ,     0.00097 ,     0.00061 ,     5.99442
   699.33227 ,   792.88716 ,   -24.10699 ,    -0.00082 ,    -0.00005 ,     0.00009 ,     4.40611
   588.16305 ,   706.11278 ,    80.85001 ,    -0.00074 ,     0.00098 ,     0.00051 ,     4.11824
   771.64448 ,   613.87122 ,    44.71261 ,     0.00057 ,    -0.00076 ,     0.00090 ,     5.34994
   663.62381 ,   785.54062 ,   -49.65825 ,     0.00018 ,    -0.00012 ,     0.00064 ,     5.83496
   725.36619 ,   696.20797 ,    43.23499 ,     0.00056 ,     0.00020 ,    -0.00019 ,     4.01198
   737.78877 ,   814.44178 ,   -15.83377 ,    -0.00031 ,    -0.00082 ,     0.00065 ,     5.80327
   689.84572 ,   620.71696 ,   -68.54994 ,    -0.00022 ,    -0.00023 ,     0.00044 ,     5.30134
   768.09610 ,   744.64665 ,    26.99236 ,    -0.00034 ,     0.00063 ,     0.00010 ,     4.37829
   754.80663 ,   642.62868 ,   -73.76030 ,     0.00035 ,    -0.00057 ,     0.00065 ,     5.47728
   584.19632 ,   610.75615 ,    63.43065 ,    -0.00006 ,     0.00073 ,    -0.00088 ,     4.94415
   569.78364 ,   798.60584 ,   -79.05036 ,     0.00019 ,    -0.00091 ,    -0.00062 ,     5.88278
   761.54768 ,   720.19719 ,    57.94333 ,     0.00076 ,     0.00092 ,    -0.00008 ,     4.79257
   751.33493 ,   788.92050 ,  -140.53202 ,    -0.00049 ,    -0.00021 ,     0.00025 ,     4.23849
   753.43285 ,   766.95398 ,     1.62867 ,    -0.00017 ,    -0.00039 ,     0.00035 ,     5.66824
   634.11168 ,   644.56964 ,    38.35480 ,    -0.00074 ,     0.00044 ,     0.00020 ,     4.13657
   661.23874 ,   615.19849 ,   -59.01046 ,     0.00027 ,    -0.00048 ,     0.00055 ,     4.69819
   658.81168 ,   751.01077 ,    87.04934 ,    -0.00075 ,     0.00048 ,     0.00071 ,     4.94491
   660.06167 ,   733.11803 ,   114.70234 ,    -0.00099 ,    -0.00049 ,     0.00050 ,     4.45848
   749.73760 ,   584.16580 ,   -39.24410 ,    -0.00022 ,     0.00068 ,    -0.00075 ,     5.10031
   673.57516 ,   781.60357 ,    90.65697 ,     0.00096 ,    -0.00050 ,     0.00014 ,     4.95817
   669.29569 ,   694.23116 ,    83.37707 ,     0.00048 ,    -0.00044 ,    -0.00052 ,     5.32411
   748.49655 ,   611.17518 ,    96.33036 ,    -0.00027 ,     0.00034 ,    -0.00062 ,     4.87513
   770.42563 ,   746.53843 ,   109.64618 ,    -0.00063 ,    -0.00054 ,     0.00003 ,     5.16035
   701.32333 ,   676.75351 ,    79.29826 ,     0.00052 ,     0.00083 ,     0.00073 ,     4.75047
   668.15993 ,   713.04632 ,   -59.49402 ,     0.00067 ,     0.00041 ,     0.00033 ,     4.22176
   705.69751 ,   690.02960 ,   -52.53880 ,     0.00000 ,     0.00079 ,    -0.00002 ,     4.40229
   733.69343 ,   690.49201 ,   154.35035 ,     0.00074 ,     0.00094 ,    -0.00053 ,     5.42798
   840.76799 ,   577.70297 ,    78.43469 ,     0.00093 ,     0.00089 ,    -0.00066 ,     4.88591
   770.95236 ,   783.80349 ,     4.34489 ,     0.00055 ,    -0.00055 ,     0.00031 ,     5.89336
   718.19960 ,   649.56467 ,   -46.99197 ,    -0.00067 ,     0.00079 ,    -0.00074 ,     4.62567
   693.92484 ,   779.42707 ,    19.71492 ,    -0.00069 ,    -0.00093 ,    -0.00081 ,     5.56852
   750.10150 ,   769.02657 ,   153.10208 ,     0.00038 ,     0.00058 ,     0.00042 ,     5.50606
   631.51464 ,   793.58265 ,    52.31791 ,     0.00026 ,    -0.00033 ,     0.00046 ,     5.32170
   701.53388 ,   710.18665 ,   160.69118 ,     0.00006 ,    -0.00049 ,     0.00015 ,     4.28315
   755.92201 ,   715.30898 ,   -26.12161 ,     0.00067 ,     0.00083 ,     0.00011 ,     4.52316
   700.66725 ,   733.20982 ,   138.99277 ,     0.00048 ,     0.00095 ,     0.00073 ,     4.50455
   765.70368 ,   750.59579 ,   -75.72772 ,    -0.00090 ,     0.00082 ,    -0.00090 ,     5.25656
   762.52340 ,   790.80039 ,   -28.41795 ,     0.00076 ,    -0.00005 ,    -0.00013 ,     5.00608
   669.71936 ,   689.58766 ,    98.52665 ,    -0.00013 ,    -0.00075 ,     0.00083 ,     5.15400
   710.56590 ,   612.29754 ,   -32.22063 ,    -0.00039 ,     0.00022 ,    -0.00002 ,     5.83915
   599.66508 ,   560.60168 ,    73.05458 ,    -0.00065 ,     0.00030 ,     0.00060 ,     5.84830
   769.32106 ,   713.84880 ,    16.43709 ,    -0.00080 ,    -0.00095 ,    -0.00049 ,     4.28570
   745.14131 ,   718.94584 ,  -115.46678 ,     0.00036 ,     0.00070 ,     0.00076 ,     5.15284
   803.27277 ,   750.38229 ,   -59.89283 ,     0.00091 ,     0.00070 ,    -0.00007 ,     5.74147
   650.38602 ,   621.58342 ,  -138.59662 ,    -0.00087 ,    -0.00008 ,     0.00041 ,     5.15649
   749.86043 ,   730.50319 ,   -61.96444 ,    -0.00030 ,     0.00048 ,     0.00000 ,     4.04708
   761.11319 ,   829.27908 ,    31.19323 ,    -0.00048 ,    -0.00071 ,    -0.00039 ,     4.19848
   805.96133 ,   676.69266 ,     2.46183 ,    -0.00008 ,     0.00007 ,    -0.00044 ,     5.81487
   620.05852 ,   599.88402 ,   -23.58007 ,     0.00004 ,     0.00041 ,     0.00073 ,     5.68574
   766.39817 ,   528.48532 ,   -38.74865 ,     0.00077 ,    -0.00044 ,     0.00077 ,     5.35334
